Symbol,Name,Exchange,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CNI,Canadian National Railway Company,NYSE,61.95,$47.64B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,NYSE,29.93,$33.05B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,NYSE,140.42,$20.55B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp
CAJ,"Canon, Inc.",NYSE,28.58,$31.21B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj
CMN,Cantel Medical Corp.,NYSE,69.76,$2.91B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmn
COF,Capital One Financial Corporation,NYSE,73.1,$36.99B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF.WS,Capital One Financial Corporation,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws
COF^C,Capital One Financial Corporation,NYSE,26.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,NYSE,27.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d
COF^F,Capital One Financial Corporation,NYSE,26.4099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f
COF^G,Capital One Financial Corporation,NYSE,24.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^g
COF^P,Capital One Financial Corporation,NYSE,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p
CSU,Capital Senior Living Corporation,NYSE,12.87,$386.08M,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",NYSE,29.45,$2.77B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CLA,Capitala Finance Corp.,NYSE,25.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cla
CMO,Capstead Mortgage Corporation,NYSE,9.5,$911.9M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,NYSE,24.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e
CRR,"Carbo Ceramics, Inc.",NYSE,6.25,$168.14M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr
CAH,"Cardinal Health, Inc.",NYSE,65.17,$20.76B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah
CCP,"Care Capital Properties, Inc.",NYSE,24.57,$2.06B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp
CRCM,"Care.com, Inc.",NYSE,7.53,$216.64M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm
CSL,Carlisle Companies Incorporated,NYSE,104.69,$6.75B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl
KMX,CarMax Inc,NYSE,50.51,$9.61B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,NYSE,48.04,$36.23B,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,NYSE,48.02,$36.21B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,NYSE,31.75,$1.48B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",NYSE,23.48,$390.02M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv
CRI,"Carter&#39;s, Inc.",NYSE,86.09,$4.25B,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri
CAS,Castle (A.M.) & Co.,NYSE,0.496,$16.19M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cas
CSLT,"Castlight Health, inc.",NYSE,3.85,$395.39M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",NYSE,22.33,$2.79B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
CTT,"CatchMark Timber Trust, Inc.",NYSE,10.65,$413.55M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",NYSE,82.31,$48.16B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),NYSE,30.23,$839.99M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",NYSE,10.9,$584.6M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",NYSE,10.36,$1.77B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",NYSE,25.0516,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",NYSE,25.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),NYSE,19.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,NYSE,7.39,$861.6M,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr
CBG,"CBRE Group, Inc.",NYSE,26.42,$8.87B,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg
CBS,CBS Corporation,NYSE,57.01,$25.35B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs
CBS.A,CBS Corporation,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs.a
CBX,CBX (Listing Market NYSE Networks AE,NYSE,1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx
CDI,CDI Corporation,NYSE,5.6,$104.15M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi
CEB,CEB Inc.,NYSE,47.95,$1.54B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ceb
FUN,"Cedar Fair, L.P.",NYSE,58.85,$3.3B,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",NYSE,6.25,$533.38M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",NYSE,25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b
CGI,"Celadon Group, Inc.",NYSE,5.4,$155.06M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi
CE,Celanese Corporation,NYSE,72.07,$10.32B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",NYSE,11.84,$1.44B,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls
CEL,"Cellcom Israel, Ltd.",NYSE,7.36,$740.45M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,NYSE,9.45,$1.03B,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,NYSE,8.33,$11.67B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx
CNCO,Cencosud S.A.,NYSE,9.26,$8.77B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
CVE,Cenovus Energy Inc,NYSE,13.77,$11.47B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,NYSE,61.61,$10.53B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc
CEN,Center Coast MLP & Infrastructure Fund,NYSE,10.12,$200.25M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",NYSE,22.94,$9.88B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,NYSE,7.07,$9.56B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,NYSE,n/a,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/ebr.b
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",NYSE,18.7,$151.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
CCS,"Century Communities, Inc.",NYSE,19.85,$417.91M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",NYSE,23.05,$12.58B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl
CVO,Cenveo Inc,NYSE,7.6,$64.99M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cvo
CF,"CF Industries Holdings, Inc.",NYSE,23.11,$5.39B,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf
CGG,CGG,NYSE,25.1949,$139.41M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg
GIB,"CGI Group, Inc.",NYSE,47.12,$12.82B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,NYSE,11.85,$304.51M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom
CRL,"Charles River Laboratories International, Inc.",NYSE,68.19,$3.22B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),NYSE,17.26,$662M,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,NYSE,9.32,$1.33B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",NYSE,6.78,$617.17M,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,NYSE,133.29,$2.16B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CC,Chemours Company (The),NYSE,17.1,$3.1B,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc
CHMT,Chemtura Corp.,NYSE,32.75,$2.06B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt
CHMI,Cherry Hill Mortgage Investment Corporation,NYSE,16.14,$121.51M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi
CHK,Chesapeake Energy Corporation,NYSE,5.29,$4.11B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,NYSE,39.3218,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,NYSE,2.1,$98.18M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,NYSE,21.33,$1.28B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp
CHSP^A,Chesapeake Lodging Trust,NYSE,25.898,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a
CPK,Chesapeake Utilities Corporation,NYSE,58.5,$896.4M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,NYSE,104.78,$197.67B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
CBI,Chicago Bridge & Iron Company N.V.,NYSE,29.02,$2.9B,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi
CHS,"Chico&#39;s FAS, Inc.",NYSE,11.34,$1.5B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,NYSE,16.26,$3.05B,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,NYSE,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^a
CO,China Cord Blood Corporation,NYSE,5.01,$365.75M,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co
STV,"China Digital TV Holding Co., Ltd.",NYSE,1.16,$69.8M,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv
DL,China Distance Education Holdings Limited,NYSE,13.33,$444.19M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,NYSE,22.33,$6.46B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea
CHN,"China Fund, Inc. (The)",NYSE,15.86,$249.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn
CGA,"China Green Agriculture, Inc.",NYSE,1.2999,$48.94M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,NYSE,12.22,$69.08B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,NYSE,55.92,$229B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl
BORN,China New Borun Corporation,NYSE,1.287,$33.11M,2010,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/born
COE,China Online Education Group,NYSE,16.04,$321.21M,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,NYSE,71.4,$86.44B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp
ZNH,China Southern Airlines Company Limited,NYSE,28,$5.5B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,NYSE,50.43,$40.81B,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,NYSE,11.5,$27.54B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu
XNY,China Xiniya Fashion Limited,NYSE,1.25,$17.79M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/xny
CYD,China Yuchai International Limited,NYSE,11.31,$444.46M,1994,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd
ZX,China Zenix Auto International Limited,NYSE,1.0565,$54.54M,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/zx
CMG,"Chipotle Mexican Grill, Inc.",NYSE,370.43,$10.72B,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",NYSE,48,$2.69B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,NYSE,1.47,$54.74M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk
CHT,"Chunghwa Telecom Co., Ltd.",NYSE,33.86,$26.27B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",NYSE,43.78,$11.28B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd
CBR,"Ciber, Inc.",NYSE,0.7304,$59.32M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cbr
CIEN,Ciena Corporation,NYSE,19.25,$2.68B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,NYSE,121.65,$31.21B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,NYSE,120.11,$11.41B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,NYSE,18,$151.32M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,NYSE,50.589,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,NYSE,39.84,$4.63B,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,NYSE,29,$569.95M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",NYSE,52.44,$861.38M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),NYSE,35.8,$7.23B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit
BLW,Citigroup Inc.,NYSE,14.82,$548.4M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,NYSE,48.17,$137.27B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c
C.WS.A,Citigroup Inc.,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c.ws.a
C^C,Citigroup Inc.,NYSE,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^c
C^J,Citigroup Inc.,NYSE,27.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,NYSE,27.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k
C^L,Citigroup Inc.,NYSE,26.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^l
C^N,Citigroup Inc.,NYSE,25.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n
C^P,Citigroup Inc.,NYSE,27.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^p
C^S,Citigroup Inc.,NYSE,26.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^s
CFG,"Citizens Financial Group, Inc.",NYSE,26.41,$13.72B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg
CIA,"Citizens, Inc.",NYSE,7.88,$394.64M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",NYSE,12.12,$295.19M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cio
CIO^A,"City Office REIT, Inc.",NYSE,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,NYSE,1.4,$151.34M,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo
CIVI,"Civitas Solutions, Inc.",NYSE,17.1,$634.95M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi
CLC,CLARCOR Inc.,NYSE,60.94,$2.96B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/clc
CWEI,"Clayton Williams Energy, Inc.",NYSE,100.94,$1.23B,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei
CLH,"Clean Harbors, Inc.",NYSE,44.02,$2.53B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",NYSE,5.7,$2.06B,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco
CBA           ,ClearBridge American Energy MLP Fund Inc.,NYSE,8.06,$472.26M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cba
CEM,ClearBridge Energy MLP Fund Inc.,NYSE,14.65,$1.03B,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,NYSE,12.36,$385.58M,2011,n/a,n/a,http://www.nasdaq.com/symbol/emo
CTR,ClearBridge Energy MLP Total Return Fund Inc.,NYSE,11.85,$455.04M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,NYSE,52.1,$871.28M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw
CLF,Cliffs Natural Resources Inc.,NYSE,5.67,$1.31B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf
CLX,Clorox Company (The),NYSE,113.26,$14.66B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,NYSE,6.59,$404.99M,2009,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld
MYCC,"ClubCorp Holdings, Inc.",NYSE,10.9,$714.11M,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc
CMS,CMS Energy Corporation,NYSE,40.78,$11.41B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,NYSE,104.5,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b
CNA,CNA Financial Corporation,NYSE,35.93,$9.72B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,NYSE,7.17,$9.76B,2013,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",NYSE,15.79,$2.74B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,NYSE,123.74,$1.28B,2001,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo
CNXC,CNX Coal Resources LP,NYSE,18,$418.13M,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc
COH,"Coach, Inc.",NYSE,35.34,$9.86B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh
CIE,"Cobalt International Energy, Inc.",NYSE,1.05,$434.86M,2009,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie
KOF,Coca Cola Femsa S.A.B. de C.V.,NYSE,72.36,$15B,1993,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),NYSE,41.69,$179.81B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko
CCE,Coca-Cola European Partners plc,NYSE,37.92,$18.3B,2016,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce
CDE,"Coeur Mining, Inc.",NYSE,11.23,$1.91B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,11.22,$305.29M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fof
INB,"Cohen & Steers Global Income Builder, Inc.",NYSE,8.43,$195.09M,2007,n/a,n/a,http://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,NYSE,35.97,$1.65B,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",NYSE,19.4,$1.66B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",NYSE,24,$691.93M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",NYSE,9.42,$252.39M,2013,n/a,n/a,http://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,NYSE,11.49,$1.25B,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,NYSE,18.15,$863.34M,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",NYSE,26.68,$319.9M,2010,n/a,n/a,http://www.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",NYSE,11.7192,$306.29M,1993,n/a,n/a,http://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,NYSE,32.59,$4B,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,NYSE,69.57,$61.84B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,NYSE,5.13,$161.61M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,NYSE,2.44,$50.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,NYSE,10,$115.87M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,NYSE,4.6,$130.18M,1987,n/a,n/a,http://www.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc",NYSE,19.32,$2.2B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clny
CLNY^A,"Colony Capital, Inc",NYSE,25.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^a
CLNY^B,"Colony Capital, Inc",NYSE,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^b
CLNY^C,"Colony Capital, Inc",NYSE,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^c
SFR,Colony Starwood Homes,NYSE,29.44,$2.99B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
CPPL,Columbia Pipeline Partners LP,NYSE,17.2,$1.73B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cppl
CXP,"Columbia Property Trust, Inc.",NYSE,20.56,$2.54B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",NYSE,17.16,$263.62M,2009,n/a,n/a,http://www.nasdaq.com/symbol/stk
CCV,Comcast Corporation,NYSE,25.53,n/a,2012,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv
CCZ,Comcast Corporation,NYSE,49.33,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,NYSE,50.53,$8.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws
FIX,"Comfort Systems USA, Inc.",NYSE,28.75,$1.07B,1997,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,NYSE,16.69,$1.92B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",NYSE,46.24,$2.05B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",NYSE,5.54,$629.53M,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,NYSE,22.42,$289.47M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,NYSE,2.75,$3.46B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
