Symbol,Name,Exchange,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SEAS,"SeaWorld Entertainment, Inc.",NYSE,14.1,$1.25B,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,NYSE,18.29,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,NYSE,18.15,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
SEM,Select Medical Holdings Corporation,NYSE,11.2,$1.47B,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",NYSE,25.25,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,NYSE,30.6,$1.62B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,NYSE,6.94,$5.86B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,NYSE,102.1,$25.5B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
ST,Sensata Technologies Holding N.V.,NYSE,35.81,$6.12B,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,NYSE,73.72,$3.3B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,NYSE,1.92,$143.04M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,NYSE,44.31,$2.47B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,NYSE,24.9,$4.74B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",NYSE,35.84,$4.83B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",NYSE,83.21,$13.69B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",NYSE,31.75,$1.15B,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,NYSE,19.55,$9.08B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",NYSE,26.26,$4.66B,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),NYSE,242.54,$22.53B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,NYSE,37.79,$17.92B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,NYSE,12.35,$1.15B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,NYSE,39.15,$2.97B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",NYSE,48.4,$1.69B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,NYSE,11.67,$2.67B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,NYSE,81.39,$6.15B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SBY,Silver Bay Realty Trust Corp.,NYSE,16.75,$592.68M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sby
SSNI,"Silver Spring Networks, Inc.",NYSE,12.78,$659.33M,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SLW,Silver Wheaton Corp,NYSE,23.8,$10.5B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw
SPG,"Simon Property Group, Inc.",NYSE,180.28,$56.65B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",NYSE,72.1479,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",NYSE,42.05,$2.03B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",NYSE,48.89,$5.28B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",NYSE,29.82,$1.18B,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,NYSE,55.31,$5.09B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Corporation,NYSE,48.79,$998.06M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",NYSE,21.69,$13.8B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",NYSE,19.95,$3.15B,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,NYSE,96.05,$9.64B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,NYSE,25.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,NYSE,30.7,$2.1B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,NYSE,11.8,$872.06M,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",NYSE,28.43,$13.01B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,NYSE,44.86,$7.83B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,NYSE,153.88,$8.93B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,NYSE,28.76,$7.57B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,NYSE,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SAH,"Sonic Automotive, Inc.",NYSE,16.9,$758.3M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,NYSE,49.92,$5B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,NYSE,30.83,$38.93B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,NYSE,34.56,$1.91B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",NYSE,35.2,$304.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",NYSE,29.68,$2.36B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",NYSE,1.3,$85.36M,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,NYSE,25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,NYSE,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,NYSE,28.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,NYSE,27.6546,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,NYSE,27.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SO,Southern Company (The),NYSE,50.11,$49.11B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),NYSE,26.65,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),NYSE,25,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,NYSE,27.33,$21.15B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,NYSE,40.38,$24.86B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Corporation,NYSE,70.47,$3.35B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,NYSE,9.51,$4.71B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,NYSE,23.38,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,NYSE,23.11,$227.39M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
STN,SPDR MSCI Europe Energy UCITS ETF,NYSE,21.75,$2.48B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SPE,Special Opportunities Fund Inc.,NYSE,13.65,$131.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,NYSE,25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SE,Spectra Energy Corp,NYSE,40.03,$28.06B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy Partners, LP",NYSE,41.48,$12.55B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",NYSE,131.38,$7.8B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",NYSE,18.01,$739.82M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,NYSE,60.95,$2.78B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",NYSE,53.4,$6.89B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",NYSE,11.42,$5.48B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,NYSE,24.05,$512.36M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,NYSE,6.13,$24.41B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,NYSE,n/a,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",NYSE,23.92,$999.95M,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",NYSE,12.18,$4.28B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),NYSE,17.1,$1.27B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STJ,"St. Jude Medical, Inc.",NYSE,77.98,$22.22B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stj
STAG,"Stag Industrial, Inc.",NYSE,21.96,$1.57B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",NYSE,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",NYSE,27.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",NYSE,4.56,$123.83M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",NYSE,47.7,$1.09B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,NYSE,74.65,$951.28M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWH,"Stanley Black & Decker, Inc.",NYSE,117.85,$18.42B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swh
SWJ,"Stanley Black & Decker, Inc.",NYSE,25.53,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",NYSE,114.58,$17.27B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SGU,"Star Gas Partners, L.P.",NYSE,9.41,$538.14M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",NYSE,6.53,$102.75M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",NYSE,22.04,$5.25B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,NYSE,70.39,$27.45B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,NYSE,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,NYSE,27.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,NYSE,26.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,NYSE,26.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,NYSE,16.14,$51.46B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,NYSE,14,$366.14M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,NYSE,13.05,$1.54B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,NYSE,10.76,$134.28M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,NYSE,25.7107,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,NYSE,69.43,$1.56B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,NYSE,65.34,$5.63B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,NYSE,17.85,$2.33B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,NYSE,42.92,$1B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,NYSE,37.16,$2.46B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,NYSE,26.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
SWC,Stillwater Mining Company,NYSE,13.68,$1.66B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/swc
STM,STMicroelectronics N.V.,NYSE,8.95,$7.91B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy Corporation,NYSE,3.86,$21.96M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,NYSE,14.12,$222.98M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,NYSE,13.91,$133.72M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
SGM,Stonegate Mortgage Corporation,NYSE,4.05,$104.57M,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm
STON,StoneMor Partners L.P.,NYSE,9.08,$321.79M,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",NYSE,14.69,$409.01M,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,NYSE,25.95,$3.98B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,NYSE,10.2615,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,NYSE,20.35,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,NYSE,18.04,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,NYSE,117.15,$43.87B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",NYSE,63.9,$1.21B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",NYSE,29.89,$1.82B,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SCNB,Suffolk Bancorp,NYSE,35.95,$427.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb
SMFG,Sumitomo Mitsui Financial Group Inc,NYSE,6.72,$45.94B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",NYSE,12.74,$1.11B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^B,"Summit Hotel Properties, Inc.",NYSE,26.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",NYSE,26.3066,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
INN^D,"Summit Hotel Properties, Inc.",NYSE,25.6699,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d
SUM,"Summit Materials, Inc.",NYSE,19.73,$2.56B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",NYSE,21.95,$1.46B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",NYSE,75.13,$5.49B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",NYSE,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
SLF,Sun Life Financial Inc.,NYSE,33.06,$20.26B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",NYSE,18.45,$852.63M,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",NYSE,10.49,$673.46M,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,NYSE,29.18,$48.57B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su
SXL,Sunoco Logistics Partners LP,NYSE,24.4,$7.5B,2002,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxl
SUN,Sunoco LP,NYSE,26.26,$2.93B,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",NYSE,12.38,$2.68B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",NYSE,27.1057,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",NYSE,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^f
STI,"SunTrust Banks, Inc.",NYSE,44.87,$22.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti
STI.WS.A,"SunTrust Banks, Inc.",NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B,"SunTrust Banks, Inc.",NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b
STI^A,"SunTrust Banks, Inc.",NYSE,23.293,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a
STI^E,"SunTrust Banks, Inc.",NYSE,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e
SPN,"Superior Energy Services, Inc.",NYSE,14.43,$2.19B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",NYSE,22.95,$583.96M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup
SVU,SuperValu Inc.,NYSE,4.17,$1.11B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/svu
SLD,Sutherland Asset Management Corporation,NYSE,12.9,$114M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sld
SWFT,Swift Transportation Company,NYSE,22.78,$3.02B,2010,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/swft
SWZ,"Swiss Helvetia Fund, Inc. (The)",NYSE,10.36,$291M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swz
SYF,Synchrony Financial,NYSE,28.22,$23.29B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf
SYT,Syngenta AG,NYSE,79.43,$36.91B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt
SNX,Synnex Corporation,NYSE,100.66,$4B,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,NYSE,32.64,$4.01B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv
SNV^C,Synovus Financial Corp.,NYSE,28.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snv^c
GJP,"Synthetic Fixed-Income Securities, Inc.",NYSE,23.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",NYSE,20.1401,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",NYSE,18.38,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",NYSE,25.984,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,NYSE,48.04,$26.67B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,NYSE,7.45,$275.01M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",NYSE,44.7,$3.37B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",NYSE,11.34,$3.53B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho
TLRD,"Tailored Brands, Inc.",NYSE,15.3,$745.03M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",NYSE,16.22,$133.4M,1986,n/a,n/a,http://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,NYSE,30.24,$156.83B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm
XRS,TAL Education Group,NYSE,77.14,$6.24B,2010,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/xrs
TLN,Talen Energy Corporation,NYSE,13.93,$1.79B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tln
TEGP,"Tallgrass Energy GP, LP",NYSE,22.52,$3.54B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp
TEP,"Tallgrass Energy Partners, LP",NYSE,45.1,$3.25B,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep
SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,33.12,$3.18B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt
NGLS^A,Targa Resources Partners LP,NYSE,26.2401,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",NYSE,45.35,$7.56B,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,NYSE,66.53,$38.25B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,NYSE,96.68,$4.13B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,NYSE,37.81,$25.68B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",NYSE,69.69,$4.21B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",NYSE,25.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",NYSE,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,NYSE,17.96,$2.15B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",NYSE,48,$3.26B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TCB,TCF Financial Corporation,NYSE,13.86,$2.37B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcb
TCB.WS,TCF Financial Corporation,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb.ws
TCB^B,TCF Financial Corporation,NYSE,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^b
TCB^C,TCF Financial Corporation,NYSE,25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^c
TCPI,TCP International Holdings Ltd.,NYSE,1.32,$37.5M,2014,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/tcpi
TSI,"TCW Strategic Income Fund, Inc.",NYSE,5.2801,$251.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,NYSE,62.63,$22.27B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel
TMH,"Team Health Holdings, Inc.",NYSE,42.65,$3.18B,2009,Technology,Professional Services,http://www.nasdaq.com/symbol/tmh
TISI,"Team, Inc.",NYSE,31.6,$926.74M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tisi
